variable,pais_region,codigo_pais_region,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
empleadoras_mujeres,Haití,HTI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.850000023841858,0.847000002861023,0.84799998998642,0.842999994754791,0.870000004768372,0.870999991893768,0.871999979019165,0.875999987125397,0.879000008106232,0.879000008106232,0.879999995231628,0.88400000333786,0.888000011444092,0.887000024318695,0.894999980926514,0.898999989032745,0.902999997138977,0.903999984264374,0.908999979496002,0.90200001001358,0.917999982833862,0.921000003814697,0.926999986171722,0.930999994277954,0.934000015258789,0.939000010490417,0.943000018596649,0.949000000953674
empleadoras_mujeres,Honduras,HND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18599987030029,4.26200008392334,4.30399990081787,4.24900007247925,4.31500005722046,4.33799982070923,4.37900018692017,4.38800001144409,4.37200021743774,4.42399978637695,4.38299989700317,4.39499998092651,4.41499996185303,4.42899990081787,4.46700000762939,4.77799987792969,4.97800016403198,5.25,5.30200004577637,5.2039999961853,4.83300018310547,5.74300003051758,5.27099990844727,5.44099998474121,4.57200002670288,5.86899995803833,5.67899990081787,5.72100019454956
empleadoras_mujeres,Latin America & Caribbean,LCN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0030489696553,2.01253961636261,2.09197722368759,2.03579009489017,2.02774774044774,2.13793480325416,2.11821250934954,2.22896764506546,2.2108813116325,2.25818342184409,2.28451851079606,2.39907717112189,2.3129065202614,2.40879885085416,2.52325021139658,2.57565475026638,2.4667695576853,2.63544637515882,2.5289993650195,2.50028593302278,2.36983273637379,2.53268050919208,2.53704878826224,2.48273153448253,2.49220626540257,2.5286850884757,2.59640180165312,2.61591350592264
empleadoras_mujeres,México,MEX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19700002670288,1.82299995422363,1.49899995326996,1.48399996757507,1.43400001525879,2.00799989700317,1.63100004196167,1.87699997425079,1.85699999332428,1.942999958992,1.84099996089935,1.89199995994568,1.72599995136261,1.86899995803833,2.06100010871887,2.28900003433228,2.44199991226196,2.28900003433228,2.1710000038147,2.21199989318848,2.42000007629395,2.38899993896484,2.27900004386902,2.14100003242493,2.27999997138977,2.25099992752075,2.38100004196167,2.3970000743866
empleadoras_mujeres,Perú,PER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92900002002716,1.94400000572205,1.99500000476837,2.06200003623962,2.11700010299683,2.15599989891052,2.2279999256134,2.22199988365173,2.28099989891052,2.27900004386902,2.34899997711182,2.41300010681152,2.40000009536743,2.61400008201599,2.96099996566772,2.97000002861023,3.18099999427795,2.80699992179871,2.99799990653992,3.1800000667572,2.74399995803833,2.98799991607666,2.8659999370575,2.54399991035461,2.42899990081787,2375,2.3529999256134,2.3840000629425
empleadoras_mujeres,España,ESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69599997997284,2125,2.0789999961853,2.39199995994568,2.41400003433228,2.60400009155273,2.66499996185303,2.91100001335144,3.39400005340576,3.35899996757507,3.25799989700317,3.10899996757507,2.93099999427795,3.14599990844727,3.05299997329712,3.2409999370575,3.22300004959106,3.40300011634827,3.58400011062622,3.4760000705719,3.26900005340576,3.37899994850159,3.34699988365173,3.46199989318848,3.29099988937378,3.3840000629425,3.36999988555908,3.36800003051758
empleadoras_mujeres,Uruguay,URY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96399998664856,2.03699994087219,2.04500007629395,2.10199999809265,2.09800004959106,2.1470000743866,2.20700001716614,2.24399995803833,2.20900011062622,2.1800000667572,2.1489999294281,3.92700004577637,1.84599995613098,2.01099991798401,2.22900009155273,2.7739999294281,2.90400004386902,3.09899997711182,2.92899990081787,3.04500007629395,3.29500007629395,2.86999988555908,2.84999990463257,2.66899991035461,2.70700001716614,2.63499999046326,2.65599989891052,2.67000007629395
empleadoras_mujeres,Venezuela,VEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92700004577637,1.94799995422363,1.95700001716614,1.942999958992,2.20799994468689,1.91600000858307,1.89800000190735,1.63100004196167,1.95099997520447,1.94099998474121,3.05100011825562,2.42600011825562,2.23799991607666,2.21099996566772,2.48300004005432,1.94500005245209,1.92599999904633,1.78799998760223,1.85500001907349,1.61800003051758,1.5900000333786,1.55599999427795,1.56599998474121,1.58200001716614,1.59700000286102,1.58800005912781,1.5900000333786,1.59899997711182
empleadoras_mujeres,Mundo,WLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24558142595816,1.24857041475844,1.26129488437419,1.30437190736162,1.31910192916884,1.32118335245526,1.34199046561668,1.35832937365903,1.37362465179881,1.3772457819181,1.39903611372099,1.41644215795718,1.41374036012571,1.45526200133583,1.47991332469098,1.5108892162552,1.53966709875329,1.56036296232775,1.58040888292459,1.57336190494895,1.57570745156451,1.60690100288034,1.61803607036774,1.61148796462433,1.6354760110751,1.65469915712974,1.65844981789259,1.67578598434535
empleadoras_mujeres,Panamá,PAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78699994087219,1.27499997615814,1.33200001716614,1.48300004005432,1.34899997711182,1.51199996471405,1.47099995613098,1.7960000038147,1.72500002384186,1.57099997997284,1.4210000038147,1.75899994373322,1.68099999427795,1.5349999666214,1.72200000286102,1.89300000667572,1.82799994945526,2.18400001525879,1.85500001907349,1.94000005722046,2.12700009346008,1.7849999666214,1.15100002288818,1.46700000762939,1.79499995708466,2.19799995422363,1.48000001907349,1.5
empleadoras_mujeres,Paraguay,PRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64300000667572,1.64199995994568,1.65699994564056,1.66499996185303,1.67599999904633,1.66400003433228,1.67299997806549,1.66199994087219,1.65799999237061,1.65100002288818,1.65400004386902,1.68400001525879,2.51099991798401,2.14199995994568,2.74200010299683,2.48699998855591,3.01300001144409,2.47699999809265,3.05599999427795,2.93700003623962,2.51399993896484,3.55100011825562,4.14400005340576,4.18800020217896,2.52800011634827,2.96399998664856,2.9760000705719,3
empleadoras_mujeres,Nicaragua,NIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70899999141693,1.71099996566772,1.71300005912781,1.6139999628067,1.50600004196167,1.40199995040894,1.29799997806549,1.20200002193451,1.12000000476837,1.02900004386902,1.35199999809265,1.76699995994568,2.31500005722046,2.06900000572205,2.51399993896484,2.46199989318848,2.32399988174438,2.18400001525879,2.07500004768372,2.18700003623962,2.28699994087219,2.39000010490417,2.49300003051758,2.59200000762939,2.61400008201599,2.63700008392334,2.66199994087219,2.6489999294281
empleadoras_mujeres,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07700002193451,1.55099999904633,1.65199995040894,1.11800003051758,1.66600000858307,1.69000005722046,1.72300004959106,1.74199998378754,1.7610000371933,1.77400004863739,2.27300000190735,2.04299998283386,1.77900004386902,3.08899998664856,2.92000007629395,2.98600006103516,2.58500003814697,2.92600011825562,2.83999991416931,3.22000002861023,2.17600011825562,2.2279999256134,2.86700010299683,2.37400007247925,1.92499995231628,2.06100010871887,1.94900000095367,1.97500002384186
empleadores_hombres,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76000022888184,7.48099994659424,7.49200010299683,6.33799982070923,7.05299997329712,6.16800022125244,6.0479998588562,6.07399988174438,5.89300012588501,6.06300020217896,5.81599998474121,5.09499979019165,4.8439998626709,5.13299989700317,5.13399982452393,5.27099990844727,5.74900007247925,5.73999977111816,5.4689998626709,5.58900022506714,5.73299980163574,4.86600017547607,4.81899976730347,4.29300022125244,4.46299982070923,4.61399984359741,4.80800008773804,4.81500005722046
empleadores_hombres,Bolivia,BOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06300020217896,4.05900001525879,4.07600021362305,4.08599996566772,4.09999990463257,4.10300016403198,4.10599994659424,4.11100006103516,4.08599996566772,2.64499998092651,2.79399991035461,6.20599985122681,6.53900003433228,6.88700008392334,7.07800006866455,6.19399976730347,7.02199983596802,8.50100040435791,6.91599988937378,7.35300016403198,7.81799983978271,8.82800006866455,7.35400009155273,10.6199998855591,5.89799976348877,7.51200008392334,6.10500001907349,6.13000011444092
empleadores_hombres,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43100023269653,5.4520001411438,5.53299999237061,5.58300018310547,5.57100009918213,4.96299982070923,5.56199979782104,5.48099994659424,5.62400007247925,5.65100002288818,5.62200021743774,5.53900003433228,5.54500007629395,5.37900018692017,5.57100009918213,5.86600017547607,4.9060001373291,5.78999996185303,5.64799976348877,4.96000003814697,4.28599977493286,4.9850001335144,5.09200000762939,5.10799980163574,5.45100021362305,5.36399984359741,5.84299993515015,5.84299993515015
empleadores_hombres,Chile,CHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45300006866455,3.56200003623962,3.62599992752075,3.6710000038147,3.76999998092651,3.80100011825562,3.99000000953674,3.71199989318848,4.01200008392334,3.49699997901917,3.60400009155273,3.51900005340576,3.51399993896484,3.74399995803833,3.52300000190735,3.60500001907349,3.83400011062622,3.50300002098084,4.52400016784668,5.85400009155273,5.72700023651123,5.38500022888184,5.45699977874756,5.46600008010864,5.3289999961853,5.2810001373291,5.69799995422363,5.69000005722046
empleadores_hombres,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5149998664856,5.52099990844727,5.55100011825562,5.53000020980835,5.56500005722046,5.53800010681152,5.55700016021729,5.54699993133545,5.53399991989136,5.58400011062622,5.60099983215332,5.59700012207031,5.49100017547607,6.40500020980835,6.27299976348877,6.16099977493286,6.02799987792969,5.90199995040894,6.50400018692017,6.61700010299683,6.53299999237061,6.41900014877319,5.95100021362305,5.51700019836426,5.32499980926514,4.88000011444092,5.21500015258789,5.23600006103516
empleadores_hombres,Costa Rica,CRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00600004196167,6.04899978637695,6.01399993896484,7.96700000762939,7.36499977111816,8.15100002288818,9.07199954986572,9.72799968719482,9.85599994659424,7.04400014877319,9.51299953460693,9.57600021362305,10.5080003738403,9.99300003051758,9.17000007629395,9.34000015258789,9.02200031280518,9.35400009155273,9.04199981689453,4.50899982452393,4.28999996185303,3.77900004386902,4.14799976348877,4.2960000038147,3.98000001907349,4.59100008010864,5.12900018692017,5.15999984741211
empleadores_hombres,Cuba,CUB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60399997234344,1.60500001907349,1.59700000286102,1.60699999332428,1.61300003528595,1.61099994182587,1.60599994659424,1.59800004959106,1.58800005912781,1.5900000333786,1.5900000333786,1.58599996566772,1.58000004291534,1.57799994945526,1.57799994945526,1.58700001239777,1.58899998664856,1.58000004291534,1.57799994945526,1.5809999704361,1.57200002670288,1.66999995708466,1.72099995613098,1.72200000286102,1.71899998188019,1.7150000333786,1.71000003814697,1.7039999961853
empleadores_hombres,Ecuador,ECU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75099992752075,10.3459997177124,9.5649995803833,9.66699981689453,9.9379997253418,9.4379997253418,9.7480001449585,10.1389999389648,8.86699962615967,7.84499979019165,6.84299993515015,6.29400014877319,5.75899982452393,7.96400022506714,7.70800018310547,7.36999988555908,6.58799982070923,6.70300006866455,5.40799999237061,4.89300012588501,4.56799983978271,5.05200004577637,4.37799978256226,4.26100015640259,4.12799978256226,4.11899995803833,3.9210000038147,3.94400000572205
empleadores_hombres,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.90799999237061,9.07800006866455,9.30000019073486,9.0939998626709,8.13300037384033,6.61899995803833,6.33599996566772,6.57000017166138,6.79199981689453,7.0019998550415,5.74100017547607,6.1100001335144,6.07100009918213,5.37099981307983,5.43900012969971,5.47700023651123,5.22200012207031,5.35500001907349,5.45300006866455,4.9980001449585,4.5310001373291,5.04699993133545,5.21600008010864,4.93800020217896,5.31400012969971,4.86499977111816,4.6100001335144,4.63399982452393
empleadores_hombres,Guatemala,GTM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1560001373291,4.19000005722046,4.20599985122681,4.23099994659424,4.26300001144409,4.27600002288818,4.30999994277954,4.34000015258789,4.19199991226196,4.03399991989136,4.86600017547607,5.83799982070923,6.94899988174438,5.93900012969971,5.41800022125244,4.95100021362305,4.50799989700317,4.08099985122681,3.68899989128113,3.35199999809265,2.74000000953674,2.87400007247925,2.99799990653992,3.29800009727478,2.82999992370605,3.28399991989136,3.29299998283386,3.30200004577637
empleadores_hombres,Haití,HTI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5900000333786,1.58599996566772,1.58299994468689,1.57000005245209,1.62800002098083,1.61699998378754,1.61000001430511,1.60899996757507,1.60800004005432,1.60099995136261,1.59700000286102,1.59899997711182,1.60099995136261,1.59399998188019,1.60599994659424,1.60500001907349,1.60599994659424,1.60000002384186,1.60500001907349,1.58500003814697,1.61300003528595,1.60800004005432,1.61300003528595,1.61199998855591,1.61099994182587,1.6139999628067,1.61600005626678,1.62000000476837
empleadores_hombres,Honduras,HND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8940000534058,15.0579996109009,15.1280002593994,14.9940004348755,15.1389999389648,15.1780004501343,15.2530002593994,15.253999710083,15.2220001220703,15.3090000152588,15.1789999008179,15.1800003051758,15.1940002441406,15.1789999008179,15.2360000610352,15.3570003509521,17.9659996032715,16.5249996185303,16.3439998626709,17.5109996795654,14.3030004501343,14.5080003738403,16.806999206543,14.8149995803833,12.5389995574951,13.9119997024536,14.9359998703003,14.9680004119873
empleadores_hombres,Latin America & Caribbean,LCN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51859066966801,6.096041712201,5.71748545552882,5.73644968796397,5.7740310832838,5.52042310759968,5.74550283902085,5.65604596157093,5.5850574183766,5.56912462467265,5.71229309832978,5.6379794514854,5.58974997214828,5.68926353470356,5.86500000080511,5.96128708471798,5.7050391021802,5.88012922368881,5.76092407985689,5.53918476233557,5.29081148965578,5.41320791060459,5.3757104555283,5.24857168901622,5.21506509784182,5.27244453251666,5.46376167417543,5.47673996916828
empleadores_hombres,México,MEX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1770000457764,7.36100006103516,5.23899984359741,5.5310001373291,5.77199983596802,6.18599987030029,6.06099987030029,5.65100002288818,5.21999979019165,5.49200010299683,5.77199983596802,5.71000003814697,5.48199987411499,5.47399997711182,6.1230001449585,6.35300016403198,6.46799993515015,6.04899978637695,5.71600008010864,5.79899978637695,6.15700006484985,5.80200004577637,5.73199987411499,5.3600001335144,5.51700019836426,5.65799999237061,5.78999996185303,5.80299997329712
empleadores_hombres,Perú,PER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40100002288818,6.43100023269653,6.51900005340576,6.59299993515015,6.65199995040894,6.70300006866455,6.81199979782104,6.77799987792969,6.88800001144409,6.84999990463257,6.9850001335144,7.07399988174438,7.25,7.40199995040894,7.37099981307983,7.30700016021729,7.71999979019165,7.49200010299683,7.39499998092651,7.79099988937378,7.23099994659424,7.25500011444092,6.33099985122681,5.84000015258789,5.41400003433228,5.73699998855591,5.15899991989136,5.18599987030029
empleadores_hombres,España,ESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05900001525879,5.61800003051758,5.51599979400635,5.93100023269653,6.1560001373291,6.57399988174438,6.61700010299683,6.40700006484985,7.43100023269653,6.93100023269653,6.66400003433228,6.42600011825562,6.81500005722046,6.78800010681152,6.4520001411438,6.82000017166138,6.95599985122681,7.36100006103516,7.16499996185303,7.09600019454956,6.67399978637695,6.68499994277954,6.53299999237061,6.38100004196167,6.35599994659424,6.25899982452393,6.53499984741211,6.50799989700317
empleadores_hombres,Uruguay,URY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35500001907349,5.52199983596802,5.52799987792969,5.65000009536743,5.64300012588501,5.74399995803833,5.87599992752075,5.95300006866455,5.0939998626709,4.7810001373291,5.25500011444092,4.93200016021729,4.61100006103516,4.6100001335144,5.2039999961853,6.1710000038147,6.19899988174438,6.23099994659424,6.28599977493286,6.21199989318848,6.64499998092651,6.14099979400635,6.41300010681152,5.80900001525879,5.34600019454956,5.31300020217896,5.19399976730347,5.20300006866455
empleadores_hombres,Venezuela,VEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87899971008301,8.93400001525879,8.99300003051758,8.98200035095215,7.57000017166138,6.59100008010864,6.83699989318848,6.97599983215332,7.03299999237061,6.96000003814697,8.72399997711182,7.28599977493286,6.65399980545044,6.31099987030029,6.46099996566772,6.21400022506714,5.62400007247925,5.13700008392334,5.07299995422363,4.64900016784668,4.56699991226196,4.46400022506714,4.48000001907349,4.54199981689453,4.60799980163574,4.63899993896484,4.68800020217896,4.74700021743774
empleadores_hombres,Mundo,WLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79603893110954,3.78459386358347,3.76313752721833,3.77944785274774,3.73999197076376,3.6590254215080402,3.63141114640391,3.59009274411496,3.61039479847779,3.5676064775279,3.66878678921025,3.67497762128894,3.69898959982363,3.7487601627597,3.74738171664683,3.74866451070424,3.7126559523157,3.73131360999202,3.73731714604831,3.66482087163703,3.66221920628905,3.70977544340987,3.67321837742175,3.67988806271972,3.68859242913173,3.68542879822204,3.7389777586101,3.74360305082027
empleadores_hombres,Panamá,PAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01700019836426,2.98099994659424,2.84100008010864,3.33999991416931,3.96300005912781,3.97699999809265,3.66000008583069,3.88700008392334,3.55299997329712,3.47000002861023,3.34599995613098,3.82299995422363,3.82999992370605,4.44700002670288,4.08500003814697,4.07200002670288,4.00400018692017,4.09100008010864,3.83599996566772,3.94700002670288,3.57699990272522,3.39000010490417,3.21399998664856,3.63899993896484,3.87899994850159,4.49100017547607,3.37100005149841,3.38100004196167
empleadores_hombres,Paraguay,PRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03599977493286,5.03499984741211,5.05700016021729,5.05999994277954,5.05800008773804,5.02699995040894,5.03599977493286,5.01599979400635,5.01999998092651,5.02400016784668,5.04400014877319,5.12200021743774,5.52199983596802,5.77600002288818,6.21799993515015,6.03599977493286,6.91300010681152,7.06099987030029,7.52600002288818,6.6729998588562,6.80000019073486,7.13000011444092,7.82999992370605,7.9060001373291,6.58699989318848,6.4689998626709,6.8730001449585,6.88100004196167
